1.189951520493609527e-01,1.349493168796826736e-01,1.838695460555310746e-01,2.153371529308065191e-01,2.030850594975760204e-01,1.437637725870427596e-01,4.911414720141031309e-01,5.088585279858969246e-01
1.280733124720608018e-01,1.805245119952317012e-01,1.841752346893160419e-01,2.021308299806288122e-01,1.830576665176575635e-01,1.220384443451050516e-01,4.979138727462374958e-01,5.020861272537624487e-01
1.289978678038379567e-01,1.390496497106305240e-01,1.888516600670118728e-01,2.189308559244593222e-01,1.862625647273834784e-01,1.379074017666768182e-01,4.852269265915321594e-01,5.147730734084678961e-01
1.741671027385313097e-01,1.994592708878423215e-01,1.934414791557648727e-01,1.962323390894819553e-01,1.434676434676434575e-01,9.323216466073608322e-02,4.929356357927786592e-01,5.070643642072213408e-01
2.049228508449669472e-01,2.597354886113152350e-01,2.074944893460690665e-01,1.456282145481263834e-01,1.126377663482733271e-01,6.958119030124908233e-02,5.046289493019838757e-01,4.953710506980161798e-01
2.311334714412548175e-01,2.767090855282627881e-01,2.100473512873631265e-01,1.328055637762651786e-01,9.721811186741639854e-02,5.208641609943770456e-02,5.008138502515536716e-01,4.991861497484462729e-01
3.749302065884980717e-01,2.855388051367950819e-01,1.521496370742601856e-01,8.565047459519821438e-02,6.443327749860412734e-02,3.729759910664433298e-02,5.653266331658290955e-01,4.346733668341708490e-01
1.668250539956803447e-01,1.895464362850971807e-01,2.042332613390928642e-01,1.879913606911447210e-01,1.600000000000000033e-01,9.140388768898488614e-02,4.694600431965442744e-01,5.305399568034556701e-01
1.165438713998660364e-01,1.404052243804420619e-01,1.851138647019424099e-01,2.076356329537843159e-01,1.954956463496316243e-01,1.548057602143335654e-01,4.825853985264568213e-01,5.174146014735432342e-01
1.693779904306220163e-01,2.078947368421052710e-01,1.820574162679425845e-01,1.952950558213716048e-01,1.514354066985645897e-01,9.393939393939393367e-02,4.765550239234449537e-01,5.234449760765550463e-01
1.846619576185671019e-01,2.392364614867137640e-01,1.992095526404305539e-01,1.627985200134544341e-01,1.368987554658593897e-01,7.719475277497477028e-02,4.910023545240497778e-01,5.089976454759501667e-01
1.953083348142882480e-01,2.380486937977608075e-01,2.073929269593033642e-01,1.537231206682068696e-01,1.281322196552336923e-01,7.739470410520703225e-02,4.961791363070908178e-01,5.038208636929092377e-01
1.323662737987307270e-01,1.753894337756531641e-01,2.058847770543146827e-01,2.113244869364543088e-01,1.670650292590455666e-01,1.079699991758015371e-01,4.950135992747053404e-01,5.049864007252946596e-01
1.134186914003427749e-01,1.084786772860167336e-01,1.945760661356991661e-01,2.241153342070773269e-01,1.955842322814799750e-01,1.638269986893840235e-01,4.817017844540780191e-01,5.182982155459219253e-01
1.978480273584118654e-01,2.521478021519726331e-01,1.868379347735424079e-01,1.412961881724914548e-01,1.392109433647510108e-01,8.265910417883060024e-02,5.108849778964050792e-01,4.891150221035949763e-01
1.437369954223886859e-01,1.825218476903870124e-01,1.972534332084893982e-01,1.911776945484810752e-01,1.674573449854348806e-01,1.178526841448189755e-01,4.966292134831460925e-01,5.033707865168539630e-01
1.648127706546658744e-01,1.693130678441029102e-01,1.924089326653646848e-01,1.989471002802071786e-01,1.575953128980215612e-01,1.169228156576377631e-01,4.824658232147405745e-01,5.175341767852593700e-01
2.064950094025748695e-01,2.896716331549255008e-01,2.046868219296976710e-01,1.378562129321568019e-01,9.937798350933024771e-02,6.191233907131491604e-02,5.047012874294807272e-01,4.952987125705193283e-01
2.236133242279383926e-01,2.912967599969648602e-01,2.056301692085894250e-01,1.202670915850975047e-01,1.006146141588891429e-01,5.857804082252067446e-02,5.257606798694893779e-01,4.742393201305106776e-01
1.505358478026086189e-01,1.810251723851457883e-01,2.096867990363047163e-01,2.137575807925562732e-01,1.538589349505690707e-01,9.113566503281549103e-02,4.915676663620503484e-01,5.084323336379497071e-01
1.650733476182627280e-01,1.991099390143398762e-01,1.980385693093786037e-01,1.931761991099390230e-01,1.480962584473380639e-01,9.650568650074171917e-02,4.751112576232074947e-01,5.248887423767925053e-01
1.309201918883558524e-01,2.212821631051024862e-01,2.049716528565198315e-01,1.817706061927605865e-01,1.601395551679023199e-01,1.009158307893589235e-01,5.065852594853903490e-01,4.934147405146097065e-01
1.500898252490609208e-01,1.898579127878490813e-01,2.005552833578311267e-01,1.931242854809733789e-01,1.629103380695737513e-01,1.034623550547117410e-01,4.835864772170504478e-01,5.164135227829494967e-01
2.220869168125428061e-01,2.862470507648983697e-01,2.012329705457036322e-01,1.269503006317071192e-01,1.035086384047492203e-01,5.997412284039881081e-02,5.062790166679351778e-01,4.937209833320648222e-01
